type,entry_price,entry_time,entry_index,exit_price,exit_time,exit_index,max_excursion,max_profit_pct,net_profit_pct
long,103741.7,2025-01-18 12:15:00,4,103209.33,2025-01-18 13:15:00,16,103974.96,0.002248469034149328,-0.0061316876434451655
short,103209.33,2025-01-18 13:15:00,16,103233.43,2025-01-18 13:25:00,18,103209.33,0.0,-0.001233506021209432
long,103233.43,2025-01-18 13:25:00,18,104244.26,2025-01-18 15:25:00,42,104448.49,0.011770024496909696,0.008791692477911485
short,104244.26,2025-01-18 15:25:00,42,104408.01,2025-01-18 15:30:00,43,104244.26,0.0,-0.002570829895094464
long,104408.01,2025-01-18 15:30:00,43,104178.19,2025-01-18 16:20:00,53,104973.51,0.005416251109469475,-0.0032011721131356917
short,104178.19,2025-01-18 16:20:00,53,103867.21,2025-01-18 17:55:00,72,103198.17,0.009407151343289838,0.001985077778755764
long,103867.21,2025-01-18 17:55:00,72,104096.89,2025-01-18 20:25:00,102,104459.82,0.005705457959253941,0.0012112849666414743
short,104096.89,2025-01-18 20:25:00,102,104095.77,2025-01-18 22:15:00,124,103811.98,0.0027369693753579332,-0.0009892407928806005
long,104095.77,2025-01-18 22:15:00,124,104499.12,2025-01-19 00:05:00,146,104681.99,0.005631544874493951,0.0028747972179848542
short,104499.12,2025-01-19 00:05:00,146,104343.44,2025-01-19 01:45:00,166,104003.1,0.004746642842542497,0.0004897733110096336
long,104343.44,2025-01-19 01:45:00,166,104540.31,2025-01-19 03:15:00,184,105341.21,0.009562364438051918,0.0008867501397308286
short,104540.31,2025-01-19 03:15:00,184,104551.9,2025-01-19 03:20:00,185,104540.31,0.0,-0.0011108663251524365
long,104551.9,2025-01-19 03:20:00,185,104566.26,2025-01-19 03:25:00,186,104556.48,4.380599491737354e-05,-0.0008626519460669717
short,104566.26,2025-01-19 03:25:00,186,105143.87,2025-01-19 03:50:00,191,104566.26,0.0,-0.0065238659200396055
long,105143.87,2025-01-19 03:50:00,191,104922.01,2025-01-19 04:00:00,193,105188.85,0.00042779479203124707,-0.0031100611951985465
short,104922.01,2025-01-19 04:00:00,193,104917.83,2025-01-19 04:10:00,195,104895.09,0.0002565715239347612,-0.0009601608852137601
long,104917.83,2025-01-19 04:10:00,195,105109.03,2025-01-19 05:00:00,205,105257.99,0.003242156266480192,0.0008223785223159599
short,105109.03,2025-01-19 05:00:00,205,105122.21,2025-01-19 06:05:00,218,104275.25,0.007932524921978623,-0.0011253936031947738
long,105122.21,2025-01-19 06:05:00,218,104976.27,2025-01-19 07:40:00,237,105529.71,0.0038764405733098645,-0.0023882889258131307
short,104976.27,2025-01-19 07:40:00,237,104468.19,2025-01-19 09:45:00,262,103567.0,0.013424653019201425,0.0038399509717767805
long,104468.19,2025-01-19 09:45:00,262,104408.12,2025-01-19 11:40:00,285,105400.57,0.008925013441890825,-0.001575007569289819
short,104408.12,2025-01-19 11:40:00,285,104557.48,2025-01-19 12:55:00,300,104173.64,0.002245802337979038,-0.002430540076767981
long,104557.48,2025-01-19 12:55:00,300,104636.8,2025-01-19 14:20:00,317,105225.6,0.006389978029309906,-0.00024137421827680823
short,104636.8,2025-01-19 14:20:00,317,105315.33,2025-01-19 14:30:00,319,104636.8,0.0,-0.007484621089329938
long,105315.33,2025-01-19 14:30:00,319,105164.18,2025-01-19 14:40:00,321,105489.77,0.0016563590504820363,-0.0024352136578787605
short,105164.18,2025-01-19 14:40:00,321,104972.36,2025-01-19 16:25:00,342,104518.44,0.0061403036661341415,0.0008240050937495299
long,104972.36,2025-01-19 16:25:00,342,104748.69,2025-01-19 16:30:00,343,105099.98,0.00121574860277501,-0.0031307513711228197
short,104748.69,2025-01-19 16:30:00,343,105108.93,2025-01-19 16:50:00,347,104748.69,0.0,-0.004439088355186024
long,105108.93,2025-01-19 16:50:00,347,104790.72,2025-01-19 16:55:00,348,105108.93,0.0,-0.0040274306854802145
short,104790.72,2025-01-19 16:55:00,348,104975.39,2025-01-19 17:00:00,349,104790.72,0.0,-0.0027622743693334513
long,104975.39,2025-01-19 17:00:00,349,104560.01,2025-01-19 17:15:00,352,104975.39,0.0,-0.004956927428419219
short,104560.01,2025-01-19 17:15:00,352,104627.95,2025-01-19 17:50:00,359,104526.0,0.00032526775772109015,-0.0016497704045743905
long,104627.95,2025-01-19 17:50:00,359,105097.38,2025-01-19 17:55:00,360,105102.19,0.004532632054819054,0.003486659635403423
short,105097.38,2025-01-19 17:55:00,360,105102.22,2025-01-19 18:00:00,361,104736.22,0.003436432002396287,-0.0010460525276652615
long,105102.22,2025-01-19 18:00:00,361,105102.94,2025-01-19 18:55:00,372,105200.0,0.0009303323945012658,-0.0009931495262421558
short,105102.94,2025-01-19 18:55:00,372,105092.04,2025-01-19 19:05:00,374,104876.22,0.0021571232926500547,-0.0008962921493917417
long,105092.04,2025-01-19 19:05:00,374,105922.41,2025-01-19 20:50:00,395,106251.19,0.011029855353459775,0.0069013596082063864
short,105922.41,2025-01-19 20:50:00,395,106350.63,2025-01-19 21:00:00,397,105829.54,0.0008767738573924997,-0.005042770552520484
long,106350.63,2025-01-19 21:00:00,397,105829.38,2025-01-19 21:05:00,398,106351.62,9.308830610506837e-06,-0.005901240359365995
short,105829.38,2025-01-19 21:05:00,398,103355.49,2025-01-19 23:00:00,421,101230.06,0.04345976514272319,0.022376211785422907
long,103355.49,2025-01-19 23:00:00,421,101868.85,2025-01-19 23:05:00,422,103355.49,0.0,-0.015383754554305719
short,101868.85,2025-01-19 23:05:00,422,100878.38,2025-01-19 23:45:00,430,99746.8,0.020831196190003155,0.008722991866502872
long,100878.38,2025-01-19 23:45:00,430,101860.47,2025-01-20 03:55:00,480,102201.08,0.013111828322381832,0.008735386313697708
short,101860.47,2025-01-20 03:55:00,480,101627.63,2025-01-20 04:25:00,486,101537.15,0.003174145966536449,0.0012858720365220826
long,101627.63,2025-01-20 04:25:00,486,101993.53,2025-01-20 04:35:00,488,101993.54,0.0036004972269843244,0.0026003988285468642
short,101993.53,2025-01-20 04:35:00,488,102306.46,2025-01-20 04:45:00,490,101662.54,0.0032452058478611855,-0.004068135792535149
long,102306.46,2025-01-20 04:45:00,490,102347.18,2025-01-20 05:35:00,500,102774.71,0.00457693482894433,-0.0006019801682123826
short,102347.18,2025-01-20 05:35:00,500,102700.18,2025-01-20 05:45:00,502,102347.18,0.0,-0.0044490447123213366
long,102700.18,2025-01-20 05:45:00,502,102697.09,2025-01-20 05:50:00,503,102700.19,9.737081287796405e-08,-0.0010300875811512357
short,102697.09,2025-01-20 05:50:00,503,102405.41,2025-01-20 05:55:00,504,102696.88,2.0448485930015245e-06,0.00184019732204674
long,102405.41,2025-01-20 05:55:00,504,102678.27,2025-01-20 06:00:00,505,102405.41,0.0,0.0016645076661477216
short,102678.27,2025-01-20 06:00:00,505,103083.68,2025-01-20 06:40:00,513,102211.51,0.0045458498667732645,-0.004948352460554594
long,103083.68,2025-01-20 06:40:00,513,107869.74,2025-01-20 07:45:00,526,109461.87,0.06187390671345845,0.04542888185598353
short,107869.74,2025-01-20 07:45:00,526,108086.31,2025-01-20 09:00:00,541,107000.14,0.008061575007040953,-0.0030076992861945567
long,108086.31,2025-01-20 09:00:00,541,108366.16,2025-01-20 09:25:00,546,109098.99,0.009369179131011204,0.0015891345536729472
short,108366.16,2025-01-20 09:25:00,546,108666.14,2025-01-20 10:25:00,558,107613.45,0.00694598756659834,-0.003768207344432948
long,108666.14,2025-01-20 10:25:00,558,108270.39,2025-01-20 10:30:00,559,108666.14,0.0,-0.00464188881651635
short,108270.39,2025-01-20 10:30:00,559,108249.97,2025-01-20 12:00:00,577,107830.0,0.004067501742627873,-0.0008113981117090439
long,108249.97,2025-01-20 12:00:00,577,108561.61,2025-01-20 12:10:00,579,108636.62,0.0035718254702518087,0.0018788922528107806
short,108561.61,2025-01-20 12:10:00,579,106772.36,2025-01-20 13:25:00,594,105536.9,0.027861690702634258,0.01548142469515697
long,106772.36,2025-01-20 13:25:00,594,107439.05,2025-01-20 15:15:00,616,108007.92,0.011571908684981747,0.005244031695094145
short,107439.05,2025-01-20 15:15:00,616,106837.85,2025-01-20 16:45:00,634,103965.88,0.032326886732524145,0.004595730788758808
long,106837.85,2025-01-20 16:45:00,634,104732.32,2025-01-20 17:05:00,638,106840.81,2.7705536942121645e-05,-0.020707715945238497
short,104732.32,2025-01-20 17:05:00,638,104002.46,2025-01-20 17:55:00,648,100714.29,0.03836475693463119,0.005968813447463023
long,104002.46,2025-01-20 17:55:00,648,103569.15,2025-01-20 18:00:00,649,104002.46,0.0,-0.005166343757638157
short,103569.15,2025-01-20 18:00:00,649,103843.49,2025-01-20 18:10:00,651,102858.14,0.006865075169584715,-0.0036488582748821544
long,103843.49,2025-01-20 18:10:00,651,103529.19,2025-01-20 19:30:00,667,104383.25,0.005197822222654446,-0.0040266702322890235
short,103529.19,2025-01-20 19:30:00,667,103840.49,2025-01-20 20:05:00,674,102838.3,0.006673383612872847,-0.00400688144087675
long,103840.49,2025-01-20 20:05:00,674,103840.43,2025-01-20 20:15:00,676,103840.49,0.0,-0.0010005778092920423
short,103840.43,2025-01-20 20:15:00,676,103541.15,2025-01-20 20:20:00,677,103540.31,0.002890203748193217,0.0018821144134322136
long,103541.15,2025-01-20 20:20:00,677,103621.39,2025-01-20 21:35:00,692,104313.32,0.0074576146778359415,-0.00022504241067435276
short,103621.39,2025-01-20 21:35:00,692,103311.84,2025-01-20 22:35:00,704,101939.43,0.0162317838044829,0.001987317579893523
long,103311.84,2025-01-20 22:35:00,704,102464.55,2025-01-20 23:50:00,719,103697.45,0.00373248603451454,-0.009201286512755882
short,102464.55,2025-01-20 23:50:00,719,102320.79,2025-01-21 00:50:00,731,101757.56,0.006899849752914596,0.0004030218255973339
long,102320.79,2025-01-21 00:50:00,731,101397.63,2025-01-21 00:55:00,732,102568.38,0.0024197428499136008,-0.01002221337423205
short,101397.63,2025-01-21 00:55:00,732,101853.13,2025-01-21 01:10:00,735,101194.88,0.0019995536384824772,-0.005492215449217107
long,101853.13,2025-01-21 01:10:00,735,101692.95,2025-01-21 01:15:00,736,102072.04,0.002149271210418265,-0.0025726566282254417
short,101692.95,2025-01-21 01:15:00,736,101757.2,2025-01-21 01:25:00,738,101590.9,0.0010035110595179204,-0.0016318038762765759
long,101757.2,2025-01-21 01:25:00,738,100664.37,2025-01-21 01:30:00,739,101757.2,0.0,-0.011739584029434789
short,100664.37,2025-01-21 01:30:00,739,101009.53,2025-01-21 01:40:00,741,100252.09,0.004095590127867476,-0.004428819948905491
long,101009.53,2025-01-21 01:40:00,741,102815.31,2025-01-21 04:10:00,771,103140.46,0.02109632625753241,0.016877323060507248
short,102815.31,2025-01-21 04:10:00,771,101965.98,2025-01-21 06:55:00,804,101151.93,0.016178329861574164,0.007260734709645886
long,101965.98,2025-01-21 06:55:00,804,101782.73,2025-01-21 08:05:00,818,102464.23,0.004886433690923188,-0.0027971680358488196
short,101782.73,2025-01-21 08:05:00,818,102346.85,2025-01-21 08:10:00,819,101782.73,0.0,-0.006542394078052435
long,102346.85,2025-01-21 08:10:00,819,102064.79,2025-01-21 08:40:00,825,102454.27,0.0010495682084988277,-0.003755922629763517
short,102064.79,2025-01-21 08:40:00,825,102048.69,2025-01-21 08:55:00,828,101972.69,0.0009023679958582315,-0.0008422570604417912
long,102048.69,2025-01-21 08:55:00,828,103297.61,2025-01-21 11:10:00,855,103301.88,0.012280314426378254,0.011238471655050136
short,103297.61,2025-01-21 11:10:00,855,103606.04,2025-01-21 11:15:00,856,103021.22,0.00267566693943838,-0.003985838684941433
long,103606.04,2025-01-21 11:15:00,856,103373.75,2025-01-21 11:20:00,857,103649.21,0.00041667454909011877,-0.003242050753025534
short,103373.75,2025-01-21 11:20:00,857,103739.72,2025-01-21 11:30:00,859,103373.75,0.0,-0.004540260462641639
long,103739.72,2025-01-21 11:30:00,859,103736.71,2025-01-21 11:35:00,860,103739.72,0.0,-0.0010290149231171508
short,103736.71,2025-01-21 11:35:00,860,103542.83,2025-01-21 11:40:00,861,103507.48,0.0022097288414102438,0.0008689622988815112
long,103542.83,2025-01-21 11:40:00,861,103561.49,2025-01-21 11:45:00,862,103868.87,0.0031488418850440306,-0.0008197847209700229
short,103561.49,2025-01-21 11:45:00,862,103646.63,2025-01-21 11:55:00,864,103561.49,0.0,-0.0018221202688373777
long,103646.63,2025-01-21 11:55:00,864,103657.65,2025-01-21 12:00:00,865,103651.89,5.074935866216548e-05,-0.0008936771991526447
short,103657.65,2025-01-21 12:00:00,865,104461.71,2025-01-21 12:20:00,869,103583.23,0.0007179402581478382,-0.00875688046178948
long,104461.71,2025-01-21 12:20:00,869,104302.35,2025-01-21 12:25:00,870,104588.69,0.0012155650142046872,-0.0025255350501154974
short,104302.35,2025-01-21 12:25:00,870,104271.66,2025-01-21 12:55:00,876,104302.35,0.0,-0.0007057592662101829
long,104271.66,2025-01-21 12:55:00,876,104384.64,2025-01-21 13:00:00,877,104273.76,2.013970047078246e-05,8.351588533256219e-05
short,104384.64,2025-01-21 13:00:00,877,104791.82,2025-01-21 13:20:00,881,104115.91,0.0025744209109692376,-0.004900765476606592
long,104791.82,2025-01-21 13:20:00,881,104515.77,2025-01-21 13:30:00,883,104874.85,0.0007923328366660568,-0.0036342704993577064
short,104515.77,2025-01-21 13:30:00,883,104461.81,2025-01-21 13:40:00,885,104460.88,0.0005251839028693891,-0.0004837142758455839
long,104461.81,2025-01-21 13:40:00,885,104453.89,2025-01-21 13:45:00,886,104461.84,2.8718629323803454e-07,-0.0010758171814177664
short,104453.89,2025-01-21 13:45:00,886,104993.46,2025-01-21 14:25:00,894,104399.99,0.0005160171631711771,-0.006165628585014947
long,104993.46,2025-01-21 14:25:00,894,104173.55,2025-01-21 14:35:00,896,105198.13,0.0019493595124877134,-0.008809153065343342
short,104173.55,2025-01-21 14:35:00,896,104000.0,2025-01-21 16:05:00,914,102838.49,0.01281572913661863,0.0006659699127081961
long,104000.0,2025-01-21 16:05:00,914,106761.46,2025-01-21 19:05:00,950,107098.93,0.02979740384615378,0.02555250000000006
short,106761.46,2025-01-21 19:05:00,950,106707.27,2025-01-21 20:00:00,961,106251.81,0.004773726399020852,-0.0004924198301521699
long,106707.27,2025-01-21 20:00:00,961,106900.0,2025-01-21 20:10:00,963,107077.38,0.003468460958658211,0.000806156225344308
short,106900.0,2025-01-21 20:10:00,963,106829.51,2025-01-21 20:15:00,964,106900.0,0.0,-0.00034059869036477794
long,106829.51,2025-01-21 20:15:00,964,106989.34,2025-01-21 20:20:00,965,106995.0,0.0015491038010003533,0.0004961221857144318
short,106989.34,2025-01-21 20:20:00,965,106681.9,2025-01-21 21:50:00,983,105730.1,0.011769770707997552,0.0018735573095413276
long,106681.9,2025-01-21 21:50:00,983,106288.0,2025-01-21 22:40:00,993,106713.22,0.00029358307266750015,-0.00469228519552046
short,106288.0,2025-01-21 22:40:00,993,105900.0,2025-01-21 23:35:00,1004,105500.02,0.007413630889658248,0.0026504591299111846
long,105900.0,2025-01-21 23:35:00,1004,105974.35,2025-01-21 23:40:00,1005,105972.46,0.0006842304060434976,-0.00029792256846075714
short,105974.35,2025-01-21 23:40:00,1005,105800.03,2025-01-21 23:45:00,1006,105800.56,0.0016399251328270297,0.0006449263430255243
long,105800.03,2025-01-21 23:45:00,1006,106039.28,2025-01-22 00:00:00,1009,106195.34,0.0037363883545212385,0.0012613415137973025
short,106039.28,2025-01-22 00:00:00,1009,106193.21,2025-01-22 00:05:00,1010,106039.26,1.886093531007994e-07,-0.0024516318858446373
long,106193.21,2025-01-22 00:05:00,1010,105829.49,2025-01-22 00:35:00,1016,106195.3,1.9681107671540463e-05,-0.004425077742729513
short,105829.49,2025-01-22 00:35:00,1016,105998.72,2025-01-22 01:00:00,1021,105775.87,0.0005066640687771423,-0.002599081692635918
long,105998.72,2025-01-22 01:00:00,1021,105597.49,2025-01-22 01:30:00,1027,106277.14,0.0026266354914474275,-0.004785234387735964
short,105597.49,2025-01-22 01:30:00,1027,106016.87,2025-01-22 02:25:00,1038,105473.04,0.001178531800329834,-0.00497149591339709
long,106016.87,2025-01-22 02:25:00,1038,105633.19,2025-01-22 03:35:00,1052,106149.37,0.001249801092976995,-0.004619046666818149
short,105633.19,2025-01-22 03:35:00,1052,105794.96,2025-01-22 04:30:00,1063,105510.87,0.0011579693844331216,-0.00253143155101161
long,105794.96,2025-01-22 04:30:00,1063,105543.04,2025-01-22 04:35:00,1064,105794.96,0.0,-0.003381209842132487
short,105543.04,2025-01-22 04:35:00,1064,105598.71,2025-01-22 05:05:00,1070,105350.74,0.001822005506000096,-0.001527462540400701
long,105598.71,2025-01-22 05:05:00,1070,105447.65,2025-01-22 06:45:00,1090,105829.4,0.002184591080705321,-0.0024305098992214226
short,105447.65,2025-01-22 06:45:00,1090,105574.39,2025-01-22 07:20:00,1097,105300.0,0.0014002208678903152,-0.0022019234188718788
long,105574.39,2025-01-22 07:20:00,1097,105310.99,2025-01-22 07:30:00,1099,105574.39,0.0,-0.0034949232479580907
short,105310.99,2025-01-22 07:30:00,1099,105300.02,2025-01-22 07:35:00,1100,105300.01,0.00010426262254310283,-0.0008958323343081177
long,105300.02,2025-01-22 07:35:00,1100,105268.0,2025-01-22 07:40:00,1101,105300.02,0.0,-0.001304083512994623
short,105268.0,2025-01-22 07:40:00,1101,105366.85,2025-01-22 09:00:00,1117,104718.73,0.0052178249800509564,-0.0019390318045370467
long,105366.85,2025-01-22 09:00:00,1117,104944.76,2025-01-22 09:15:00,1120,105366.85,0.0,-0.005005908879310818
short,104944.76,2025-01-22 09:15:00,1120,105305.81,2025-01-22 09:25:00,1122,104944.76,0.0,-0.004440381396841567
long,105305.81,2025-01-22 09:25:00,1122,104963.28,2025-01-22 09:55:00,1128,105305.81,0.0,-0.004252717015328963
short,104963.28,2025-01-22 09:55:00,1128,104829.36,2025-01-22 10:05:00,1130,104875.47,0.0008365782776605082,0.0002758747630599791
long,104829.36,2025-01-22 10:05:00,1130,105023.0,2025-01-22 10:10:00,1131,104829.36,0.0,0.0008471924277702297
short,105023.0,2025-01-22 10:10:00,1131,105003.34,2025-01-22 10:15:00,1132,105023.0,0.0,-0.000812802909838764
long,105003.34,2025-01-22 10:15:00,1132,105100.0,2025-01-22 13:05:00,1166,105507.96,0.004805751893225586,-7.945785343586691e-05
short,105100.0,2025-01-22 13:05:00,1166,104320.7,2025-01-22 15:00:00,1189,103671.32,0.01359352997145569,0.006414843006660351
long,104320.7,2025-01-22 15:00:00,1189,104023.43,2025-01-22 16:30:00,1207,105048.59,0.006977426340122329,-0.003849578271618232
short,104023.43,2025-01-22 16:30:00,1207,104203.11,2025-01-22 17:20:00,1217,103388.0,0.006108527665353787,-0.0027273031662194526
long,104203.11,2025-01-22 17:20:00,1217,104117.18,2025-01-22 19:00:00,1237,104625.0,0.004048727528381825,-0.0018246394949249362
short,104117.18,2025-01-22 19:00:00,1237,104515.77,2025-01-22 19:20:00,1241,103788.93,0.0031526977584294927,-0.004828282709923675
long,104515.77,2025-01-22 19:20:00,1241,104265.79,2025-01-22 20:45:00,1258,104791.79,0.002640941170887317,-0.0033917921668664016
short,104265.79,2025-01-22 20:45:00,1258,104244.26,2025-01-22 22:35:00,1280,103700.0,0.005426420305260178,-0.0007935084940132441
long,104244.26,2025-01-22 22:35:00,1280,104100.62,2025-01-22 23:00:00,1285,104406.6,0.0015573039705016954,-0.0023779175946953765
short,104100.62,2025-01-22 23:00:00,1285,103900.01,2025-01-22 23:45:00,1294,103700.0,0.0038483920652921696,0.0009270778598628961
long,103900.01,2025-01-22 23:45:00,1294,103768.1,2025-01-22 23:50:00,1295,103900.01,0.0,-0.002269586018326552
short,103768.1,2025-01-22 23:50:00,1295,103873.95,2025-01-23 00:00:00,1297,103700.0,0.0006562710505444912,-0.002020063005875517
long,103873.95,2025-01-23 00:00:00,1297,103670.01,2025-01-23 00:05:00,1298,103873.95,0.0,-0.0029633411456866936
short,103670.01,2025-01-23 00:05:00,1298,103851.28,2025-01-23 00:10:00,1299,103670.01,0.0,-0.0027485288175433196
long,103851.28,2025-01-23 00:10:00,1299,103566.25,2025-01-23 00:20:00,1301,103851.28,0.0,-0.003744597851851213
short,103566.25,2025-01-23 00:20:00,1301,103300.0,2025-01-23 01:05:00,1310,103096.23,0.004538351055483848,0.001570818196082218
long,103300.0,2025-01-23 01:05:00,1310,103370.64,2025-01-23 01:15:00,1312,103399.28,0.0009610842207163488,-0.00031616650532430377
short,103370.64,2025-01-23 01:15:00,1312,103100.15,2025-01-23 01:20:00,1313,103358.22,0.00012015017029978971,0.0016167004480189466
long,103100.15,2025-01-23 01:20:00,1313,102903.0,2025-01-23 01:50:00,1319,103577.01,0.0046252115055118795,-0.002912218362436856
short,102903.0,2025-01-23 01:50:00,1319,102679.37,2025-01-23 01:55:00,1320,102679.28,0.00217408627542444,0.0011732116653547968
long,102679.37,2025-01-23 01:55:00,1320,102450.0,2025-01-23 02:05:00,1322,102967.78,0.002808840763241959,-0.0032338469743240085
short,102450.0,2025-01-23 02:05:00,1322,102965.02,2025-01-23 03:10:00,1335,102095.13,0.0034638360175695006,-0.006027037579307019
long,102965.02,2025-01-23 03:10:00,1335,102182.43,2025-01-23 04:25:00,1350,103012.33,0.0004594764318988883,-0.00860054239779695
short,102182.43,2025-01-23 04:25:00,1350,102166.49,2025-01-23 05:15:00,1360,101658.68,0.005125636569809507,-0.0008440044927490198
long,102166.49,2025-01-23 05:15:00,1360,101995.12,2025-01-23 05:25:00,1362,102285.03,0.0011602630177467543,-0.0026773601598724774
short,101995.12,2025-01-23 05:25:00,1362,102257.24,2025-01-23 05:30:00,1363,101995.12,0.0,-0.003569926874932937
long,102257.24,2025-01-23 05:30:00,1363,102340.21,2025-01-23 06:55:00,1380,102821.58,0.005518826833190457,-0.00018861490883187188
short,102340.21,2025-01-23 06:55:00,1380,102653.92,2025-01-23 07:55:00,1392,102065.06,0.002688581545806958,-0.004065364044103406
long,102653.92,2025-01-23 07:55:00,1392,102176.91,2025-01-23 08:50:00,1403,102686.19,0.0003143572111031325,-0.005646778223374176
short,102176.91,2025-01-23 08:50:00,1403,101645.31,2025-01-23 11:05:00,1430,101300.0,0.00858227166979314,0.004202741010664795
long,101645.31,2025-01-23 11:05:00,1430,101487.63,2025-01-23 12:20:00,1445,102114.22,0.004613198582403885,-0.002551276689499919
short,101487.63,2025-01-23 12:20:00,1445,102102.99,2025-01-23 13:45:00,1462,101391.37,0.0009484899785324508,-0.007063399056614098
long,102102.99,2025-01-23 13:45:00,1462,103159.17,2025-01-23 15:15:00,1480,105924.85,0.037431420960346025,0.009344261220949484
short,103159.17,2025-01-23 15:15:00,1480,104652.73,2025-01-23 15:35:00,1484,102878.37,0.0027220071662073563,-0.015478208771939495
long,104652.73,2025-01-23 15:35:00,1484,105018.4,2025-01-23 15:45:00,1486,105014.74,0.0034591548639009164,0.0024941276734968907
short,105018.4,2025-01-23 15:45:00,1486,104867.9,2025-01-23 15:50:00,1487,104829.36,0.001800065512329207,0.0004330822027378059
long,104867.9,2025-01-23 15:50:00,1487,104729.81,2025-01-23 15:55:00,1488,104867.94,3.814322591388697e-07,-0.0023167995163438622
short,104729.81,2025-01-23 15:55:00,1488,105775.74,2025-01-23 16:10:00,1491,104661.62,0.0006511040170893304,-0.01098693686162524
long,105775.74,2025-01-23 16:10:00,1491,105829.46,2025-01-23 16:40:00,1497,106500.0,0.006847127706220677,-0.0004921330732358747
short,105829.46,2025-01-23 16:40:00,1497,106149.38,2025-01-23 16:45:00,1498,105537.4,0.002759723048761774,-0.004022976777921745
long,106149.38,2025-01-23 16:45:00,1498,105775.74,2025-01-23 16:50:00,1499,106303.45,0.0014514451238433275,-0.0045199451942159186
short,105775.74,2025-01-23 16:50:00,1499,105546.64,2025-01-23 17:55:00,1512,104281.6,0.014125545233718046,0.0011659030700234838
long,105546.64,2025-01-23 17:55:00,1512,106144.24,2025-01-23 18:00:00,1513,105546.64,0.0,0.0046619519105487945
short,106144.24,2025-01-23 18:00:00,1513,104670.1,2025-01-23 20:15:00,1540,103273.63,0.02704442558541095,0.012888082857816865
long,104670.1,2025-01-23 20:15:00,1540,104684.53,2025-01-23 20:20:00,1541,105439.74,0.0073530072102730324,-0.0008621382801775005
short,104684.53,2025-01-23 20:20:00,1541,106083.17,2025-01-23 20:25:00,1542,104350.57,0.003190156176848593,-0.014360522323594513
long,106083.17,2025-01-23 20:25:00,1542,103393.82,2025-01-23 20:55:00,1548,106310.58,0.0021436953665694898,-0.026351335183516778
short,103393.82,2025-01-23 20:55:00,1548,103259.92,2025-01-23 22:05:00,1562,102383.52,0.009771377051355707,0.0002950483887722566
long,103259.92,2025-01-23 22:05:00,1562,103973.76,2025-01-23 23:55:00,1584,104627.82,0.013247153396981218,0.00591304041296949
short,103973.76,2025-01-23 23:55:00,1584,104100.21,2025-01-24 00:05:00,1586,103891.43,0.0007918344012951129,-0.002216172234225363
long,104100.21,2025-01-24 00:05:00,1586,104188.99,2025-01-24 00:10:00,1587,104100.23,1.9212257102577046e-07,-0.0001471679067698439
short,104188.99,2025-01-24 00:10:00,1587,104162.34,2025-01-24 00:15:00,1588,104188.4,5.662786442320435e-06,-0.0007442148157880336
long,104162.34,2025-01-24 00:15:00,1588,103616.85,2025-01-24 00:20:00,1589,104162.34,0.0,-0.006236921520772197
short,103616.85,2025-01-24 00:20:00,1589,103480.96,2025-01-24 02:20:00,1613,103014.56,0.005812664639004256,0.00031146623353247487
long,103480.96,2025-01-24 02:20:00,1613,103053.58,2025-01-24 03:25:00,1626,103492.07,0.00010736274576502365,-0.005130035129167768
short,103053.58,2025-01-24 03:25:00,1626,103526.81,2025-01-24 03:30:00,1627,103011.95,0.0004039646172409018,-0.005592077247583208
long,103526.81,2025-01-24 03:30:00,1627,104936.03,2025-01-24 06:10:00,1659,105233.02,0.016480851675039602,0.012612126172920825
short,104936.03,2025-01-24 06:10:00,1659,105242.44,2025-01-24 08:25:00,1686,104666.37,0.0025697560694835082,-0.003919969432805906
long,105242.44,2025-01-24 08:25:00,1686,105257.05,2025-01-24 09:45:00,1702,105650.0,0.0038725822016289022,-0.0008611776769903797
short,105257.05,2025-01-24 09:45:00,1702,105120.18,2025-01-24 11:05:00,1718,105047.46,0.0019912205405718335,0.0003003404522548361
long,105120.18,2025-01-24 11:05:00,1718,105126.16,2025-01-24 11:10:00,1719,105126.16,5.688726940926545e-05,-0.0009431127305907346
short,105126.16,2025-01-24 11:10:00,1719,105383.29,2025-01-24 11:20:00,1721,105126.16,0.0,-0.0034459183137669075
long,105383.29,2025-01-24 11:20:00,1721,105243.82,2025-01-24 11:50:00,1727,105438.71,0.0005258898256071984,-0.002323454600819415
short,105243.82,2025-01-24 11:50:00,1727,105481.71,2025-01-24 12:00:00,1729,105181.38,0.0005932889931209483,-0.003260370252619103
long,105481.71,2025-01-24 12:00:00,1729,105191.39,2025-01-24 12:15:00,1732,105495.08,0.00012675183214222961,-0.003752325497946582
short,105191.39,2025-01-24 12:15:00,1732,105193.37,2025-01-24 12:25:00,1734,105191.39,0.0,-0.0010188228333136004
long,105193.37,2025-01-24 12:25:00,1734,105479.85,2025-01-24 12:30:00,1735,105197.09,3.536344543388204e-05,0.0017233655505096042
short,105479.85,2025-01-24 12:30:00,1735,105215.4,2025-01-24 12:35:00,1736,105478.89,9.101264364771117e-06,0.0015071139179664325
long,105215.4,2025-01-24 12:35:00,1736,105218.51,2025-01-24 12:40:00,1737,105215.4,0.0,-0.0009704415893490822
short,105218.51,2025-01-24 12:40:00,1737,105425.0,2025-01-24 12:50:00,1739,105218.51,0.0,-0.002962487398842706
long,105425.0,2025-01-24 12:50:00,1739,105499.98,2025-01-24 13:00:00,1741,105476.16,0.00048527389139201797,-0.0002887834953758983
